,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language,Era,Combined_Features
25566,Nagina,1951,,6.2,21,mystery romance thriller,hindi,before_1980,mystery romance thriller hindi before_1980
25567,Koti,2015,126 min,8.1,15,comedy drama family,marathi,after_2000,comedy drama family marathi after_2000
25568,Pyasi Dilruba,1991,,6.4,0,thriller,hindi,1990_2000,thriller hindi 1990_2000
25569,Deedar-E-Yaar,1982,,5.3,44,drama romance,hindi,1980_1990,drama romance hindi 1980_1990
25570,Ratnamala,1947,165 min,6.4,0,drama musical,telugu,before_1980,drama musical telugu before_1980
25571,Panduvam,2014,123 min,6.4,0,drama,tamil,after_2000,drama tamil after_2000
25572,Spyder,2017,155 min,6.6,9238,action crime thriller,tamil,after_2000,action crime thriller tamil after_2000
25573,Huttu Habbada Shubhashayagalu,2020,,6.4,0,romance,kannada,after_2000,romance kannada after_2000
25574,Shee,1997,,6.4,0,thriller,malayalam,1990_2000,thriller malayalam 1990_2000
25575,Toolsidas Junior,2021,,6.4,0,drama sport,hindi,after_2000,drama sport hindi after_2000
25576,Mayakka Devichya Navan Changbhal,2008,,6.4,0,drama,marathi,after_2000,drama marathi after_2000
25577,Taruni,1934,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
25578,Hitler,1998,137 min,5.5,51,crime,hindi,1990_2000,crime hindi 1990_2000
25579,Thakka Thakka,2015,134 min,5.5,80,action drama thriller,tamil,after_2000,action drama thriller tamil after_2000
25580,Billa,1980,175 min,7.4,746,action crime thriller,tamil,1980_1990,action crime thriller tamil 1980_1990
25581,Iiam KAndru,1985,136 min,6.4,0,drama,tamil,1980_1990,drama tamil 1980_1990
25582,Michael Madana Kama Rajan,1990,162 min,8.4,3953,comedy,tamil,1990_2000,comedy tamil 1990_2000
25583,7 Naatkal,2017,132 min,4.3,43,thriller,tamil,after_2000,thriller tamil after_2000
25584,Abhi,2004,,6.4,0,romance,telugu,after_2000,romance telugu after_2000
25585,Inspector,2003,,6.4,0,action,telugu,after_2000,action telugu after_2000
25586,Uchakattam,2019,,6.4,0,thriller,tamil,after_2000,thriller tamil after_2000
25587,Saibaan,2019,,6.4,0,drama,urdu,after_2000,drama urdu after_2000
25588,Ayyappa Swamy Mahatyam,1991,,7.4,12,drama,telugu,1990_2000,drama telugu 1990_2000
25589,Lagli Paij,2009,139 min,6.4,0,comedy,marathi,after_2000,comedy marathi after_2000
25590,Shart,1969,136 min,6.7,36,mystery thriller,hindi,before_1980,mystery thriller hindi before_1980
25591,Maya Mriga,1960,,7.1,17,drama,bengali,before_1980,drama bengali before_1980
25592,Tere Pyaar Mein,2000,158 min,6.0,130,romance drama,urdu,after_2000,romance drama urdu after_2000
25593,Bulbule,2020,,6.4,0,thriller,hindi,after_2000,thriller hindi after_2000
25594,Aurat,1940,154 min,7.2,30,drama,hindi,before_1980,drama hindi before_1980
25595,Sathyam,2004,183 min,4.4,164,action thriller,malayalam,after_2000,action thriller malayalam after_2000
25596,Suswagatham,1997,151 min,7.1,528,drama romance,telugu,1990_2000,drama romance telugu 1990_2000
25597,Naina,2002,145 min,6.4,0,drama,tamil,after_2000,drama tamil after_2000
25598,Pesamal Pesinaal,2013,,6.4,0,drama,tamil,after_2000,drama tamil after_2000
25599,Iniyum Kadha Thudarum,1985,139 min,6.8,21,drama,malayalam,1980_1990,drama malayalam 1980_1990
25600,Erra Buss,2014,140 min,6.0,555,comedy drama,telugu,after_2000,comedy drama telugu after_2000
25601,Gokula Krishna,2021,90 min,6.4,0,animation,hindi,after_2000,animation hindi after_2000
25602,Basht,2019,110 min,6.4,0,drama,marathi,after_2000,drama marathi after_2000
25603,Yezhaam Rathri,1982,,6.4,0,horror thriller,tamil,1980_1990,horror thriller tamil 1980_1990
25604,Asa Mi Tasa Mi,2010,120 min,7.4,7,comedy,marathi,after_2000,comedy marathi after_2000
25605,Desi Boyz,2011,122 min,5.7,13066,comedy drama,punjabi,after_2000,comedy drama punjabi after_2000
25606,Ambada Njane!,1985,,6.4,0,comedy,malayalam,1980_1990,comedy malayalam 1980_1990
25607,Thigattadha Kadhal,2011,,6.4,0,drama,tamil,after_2000,drama tamil after_2000
25608,Rampur Ka Raja,1993,,5.4,12,action,hindi,1990_2000,action hindi 1990_2000
25609,Sisindri Chittibabu,1971,,6.4,0,drama,telugu,before_1980,drama telugu before_1980
25610,Naa Illu,1953,214 min,6.4,0,musical drama,telugu,before_1980,musical drama telugu before_1980
25611,Hey Jude,2018,146 min,6.9,1103,drama romance,malayalam,after_2000,drama romance malayalam after_2000
25612,Rupa Rani Ramkali,2001,130 min,6.4,0,action,hindi,after_2000,action hindi after_2000
25613,Sanga Thalaivan,2021,123 min,7.1,71,drama,tamil,after_2000,drama tamil after_2000
25614,Jawan Mard,1987,,6.4,0,action,hindi,1980_1990,action hindi 1980_1990
25615,Lava Kusha,2007,151 min,6.4,0,drama,kannada,after_2000,drama kannada after_2000
25616,Qayamat Ki Raat,1990,,5.0,9,horror,hindi,1990_2000,horror hindi 1990_2000
25617,Anaganaga O Premakatha,2018,125 min,5.8,56,drama,telugu,after_2000,drama telugu after_2000
25618,Parole,2009,49 min,6.4,0,family,malayalam,after_2000,family malayalam after_2000
25619,Farebi,1974,,6.3,9,drama,hindi,before_1980,drama hindi before_1980
25620,Simmba,2018,158 min,5.7,15048,action comedy crime,hindi,after_2000,action comedy crime hindi after_2000
25621,Prohari,1982,,6.4,0,romance,bengali,1980_1990,romance bengali 1980_1990
25622,Prem Ki Bujhini,2016,140 min,6.7,149,romance,bengali,after_2000,romance bengali after_2000
25623,Hosa Anubhava,2017,120 min,6.4,0,drama,kannada,after_2000,drama kannada after_2000
25624,Chambaili,2013,133 min,7.7,1091,crime drama thriller,oriya,after_2000,crime drama thriller oriya after_2000
25625,Jaganmatha,1987,116 min,6.4,0,drama,telugu,1980_1990,drama telugu 1980_1990
25626,Aik Aur Love Story,1999,,6.6,28,romance,urdu,1990_2000,romance urdu 1990_2000
25627,Rubam,2021,,6.4,0,horror thriller,tamil,after_2000,horror thriller tamil after_2000
25628,Vintha Mogudu,1985,131 min,8.6,47,drama,telugu,1980_1990,drama telugu 1980_1990
25629,Oru Pandemic Love Story,2020,,6.4,0,short comedy,malayalam,after_2000,short comedy malayalam after_2000
25630,Qurbaniyaan,2000,,6.4,0,action,hindi,after_2000,action hindi after_2000
25631,Black Forest,2014,107 min,6.4,0,drama,malayalam,after_2000,drama malayalam after_2000
25632,Prapancha,1961,138 min,6.4,0,drama,marathi,before_1980,drama marathi before_1980
25633,Madhabir Janye,1957,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
25634,Duti Pata,1983,,6.4,0,romance,bengali,1980_1990,romance bengali 1980_1990
25635,Kathah Vichitrah,2017,,6.4,0,horror mystery,kannada,after_2000,horror mystery kannada after_2000
25636,Tada,2003,154 min,4.8,21,action,hindi,after_2000,action hindi after_2000
25637,Shakha Proshakha,1990,130 min,7.8,674,drama,bengali,1990_2000,drama bengali 1990_2000
25638,Eradondla Mooru,2015,,6.4,0,drama romance,kannada,after_2000,drama romance kannada after_2000
25639,Calendar,2009,143 min,3.9,46,drama,malayalam,after_2000,drama malayalam after_2000
25640,Kadumkappi,2017,11 min,6.4,0,short musical,malayalam,after_2000,short musical malayalam after_2000
25641,Jiban mrityu,1967,130 min,8.0,34,drama,bengali,before_1980,drama bengali before_1980
25642,Vaada Poda Nanbargal,2011,137 min,6.4,0,comedy,tamil,after_2000,comedy tamil after_2000
25643,Naandhi,2021,146 min,7.9,3021,crime drama thriller,telugu,after_2000,crime drama thriller telugu after_2000
25644,Ek Ka Do Aur Dhoka Ek,2016,,6.4,0,thriller,hindi,after_2000,thriller hindi after_2000
25645,Bhoopadathil Illatha Oridam,2012,,4.4,47,comedy drama,malayalam,after_2000,comedy drama malayalam after_2000
25646,Dil Deewana,2014,126 min,6.8,9,comedy romance,telugu,after_2000,comedy romance telugu after_2000
25647,Shree Satyanarayana Pooja,1990,,6.4,0,drama,hindi,1990_2000,drama hindi 1990_2000
25648,Nuvva Nena,1984,120 min,6.0,6,drama,telugu,1980_1990,drama telugu 1980_1990
25649,Bangaru Chellelu,1979,,6.4,0,drama,telugu,before_1980,drama telugu before_1980
25650,Devakottai Kadhal,2019,,6.4,0,romance,tamil,after_2000,romance tamil after_2000
25651,My Story,2018,138 min,4.5,495,drama musical romance,malayalam,after_2000,drama musical romance malayalam after_2000
25652,Dushman,1998,145 min,6.9,1823,crime drama thriller,hindi,1990_2000,crime drama thriller hindi 1990_2000
25653,Ram Teri Ganga Maili,1985,178 min,6.7,949,drama musical romance,hindi,1980_1990,drama musical romance hindi 1980_1990
25654,Prem Mhanje Prem Mhanje Prem Asta,2013,131 min,6.6,30,romance,marathi,after_2000,romance marathi after_2000
25655,Proffessor Visarbhole,2000,,6.4,0,drama,marathi,after_2000,drama marathi after_2000
25656,Biryani Brothers - Ikisvi Sadi,2018,,6.4,0,short music,urdu,after_2000,short music urdu after_2000
25657,Tales of Siva 2,2009,66 min,6.4,0,animation,hindi,after_2000,animation hindi after_2000
25658,Raees,2017,143 min,6.8,40702,action crime drama,hindi,after_2000,action crime drama hindi after_2000
25659,Indrajith,2017,116 min,3.4,173,action adventure,tamil,after_2000,action adventure tamil after_2000
25660,Ti Dete To Deto Te Detat Saglech Detat Shivya,2017,197 min,6.4,0,comedy,marathi,after_2000,comedy marathi after_2000
25661,Broker 2,2014,130 min,6.4,0,drama,telugu,after_2000,drama telugu after_2000
25662,Kalari,2018,,5.0,41,action thriller,tamil,after_2000,action thriller tamil after_2000
25663,Jwar Bhata,1973,,6.7,55,drama family,hindi,before_1980,drama family hindi before_1980
25664,Pushpa,2021,,6.4,0,action drama thriller,telugu,after_2000,action drama thriller telugu after_2000
25665,Nixobdo Nilim,2014,4 min,6.4,0,short music,assamese,after_2000,short music assamese after_2000
25666,Anveshane,1983,108 min,7.5,17,drama mystery,kannada,1980_1990,drama mystery kannada 1980_1990
25667,Thaanaa Serndha Koottam,2018,138 min,6.7,5154,action comedy crime,tamil,after_2000,action comedy crime tamil after_2000
25668,Kathamma,2015,132 min,6.4,0,drama,tamil,after_2000,drama tamil after_2000
25669,Vadakkum Nathan,2006,135 min,6.6,353,drama musical romance,malayalam,after_2000,drama musical romance malayalam after_2000
25670,Aparajita,1975,135 min,6.4,0,drama,bengali,before_1980,drama bengali before_1980
25671,Sharafat,1970,120 min,7.1,75,drama romance,hindi,before_1980,drama romance hindi before_1980
25672,Thampu,1978,129 min,7.6,48,drama,malayalam,before_1980,drama malayalam before_1980
25673,Aame,2019,143 min,6.3,1155,drama thriller,tamil,after_2000,drama thriller tamil after_2000
25674,Pudhir Vettai (Puzzle Hunt),2010,,6.4,0,thriller,tamil,after_2000,thriller tamil after_2000
25675,Anjaam,1957,,6.4,0,drama,urdu,before_1980,drama urdu before_1980
25676,Ek Don Teen,1964,,6.4,0,drama,marathi,before_1980,drama marathi before_1980
25677,Puraave,2020,90 min,6.4,0,drama,kannada,after_2000,drama kannada after_2000
25678,Moti Mahal,1952,,6.4,0,comedy drama fantasy,hindi,before_1980,comedy drama fantasy hindi before_1980
25679,Saagari,2005,,6.4,0,romance,hindi,after_2000,romance hindi after_2000
25680,Vattamesha Sammelanam,2019,136 min,5.2,29,comedy,malayalam,after_2000,comedy malayalam after_2000
25681,Tingu Rangadu,1982,104 min,5.3,15,action drama comedy,telugu,1980_1990,action drama comedy telugu 1980_1990
25682,Insaaf Ka Suraj,1990,,6.4,0,action,hindi,1990_2000,action hindi 1990_2000
25683,Kunwar Sahab,2016,83 min,6.4,0,family,hindi,after_2000,family hindi after_2000
25684,Pratham Prem,1965,,6.4,0,romance,bengali,before_1980,romance bengali before_1980
25685,Ente Tuition Teacher,1992,,6.4,0,romance,malayalam,1990_2000,romance malayalam 1990_2000
25686,Anishchitha,2010,,6.4,0,drama,kannada,after_2000,drama kannada after_2000
25687,Kaalal Pada,1989,,6.1,16,crime drama,malayalam,1980_1990,crime drama malayalam 1980_1990
25688,Tadipaar Ek Sazaa,2005,,6.4,0,action,hindi,after_2000,action hindi after_2000
25689,Chocolate,2007,121 min,6.2,614,comedy romance,malayalam,after_2000,comedy romance malayalam after_2000
25690,Anka,2003,146 min,6.4,0,drama,kannada,after_2000,drama kannada after_2000
25691,Dinner with the President: A Nation's Journey,2007,52 min,7.5,63,documentary,oriya,after_2000,documentary oriya after_2000
25692,Alakh Niranjan,1981,135 min,6.4,0,drama,gujarati,1980_1990,drama gujarati 1980_1990
25693,Tamboo Mein Bamoo,2001,,6.6,11,drama,hindi,after_2000,drama hindi after_2000
25694,Savaale Samaali,2015,138 min,4.9,56,comedy,tamil,after_2000,comedy tamil after_2000
25695,Sarithiram Pesu,2015,106 min,6.4,0,drama,tamil,after_2000,drama tamil after_2000
25696,Aaram Vetrumai,2017,135 min,3.9,14,drama thriller,tamil,after_2000,drama thriller tamil after_2000
25697,Vaigasi Poranthachu,1990,140 min,8.0,10,drama,tamil,1990_2000,drama tamil 1990_2000
25698,Peepli [Live],2010,95 min,7.4,11885,comedy drama,hindi,after_2000,comedy drama hindi after_2000
25699,Biscoth,2020,106 min,4.2,437,comedy,tamil,after_2000,comedy tamil after_2000
25700,Nanhi Kaliyan,1971,,6.4,0,drama,hindi,before_1980,drama hindi before_1980
25701,Zakhmi,2020,125 min,5.8,20,drama,punjabi,after_2000,drama punjabi after_2000
25702,Apoorva Piravaigal,1967,172 min,5.8,5,drama,tamil,before_1980,drama tamil before_1980
25703,Laat Saab,1992,126 min,3.3,22,action crime drama,hindi,1990_2000,action crime drama hindi 1990_2000
25704,By Mammali an Indian,2018,,6.4,0,drama family,malayalam,after_2000,drama family malayalam after_2000
25705,O Priyathama,2005,105 min,6.4,0,drama,telugu,after_2000,drama telugu after_2000
25706,Secret Honeymoon,2000,95 min,6.4,0,thriller,hindi,after_2000,thriller hindi after_2000
25707,Thiruvilayadal,1965,154 min,7.8,314,drama family musical,tamil,before_1980,drama family musical tamil before_1980
25708,Arasa Kattalai,1967,132 min,6.2,27,drama,tamil,before_1980,drama tamil before_1980
25709,Anaamika,2014,145 min,5.6,209,thriller,telugu,after_2000,thriller telugu after_2000
25710,Nanaranger Dinguli,1977,103 min,6.4,0,drama,bengali,before_1980,drama bengali before_1980
25711,Meri Life Mein Uski Wife,2009,,4.9,28,comedy drama,hindi,after_2000,comedy drama hindi after_2000
25712,Premikulu,2005,,6.4,0,romance,telugu,after_2000,romance telugu after_2000
25713,Khakee,2004,174 min,7.4,15066,action crime drama,hindi,after_2000,action crime drama hindi after_2000
25714,Darzi ki Marzi,2017,,6.4,0,short comedy,urdu,after_2000,short comedy urdu after_2000
25715,Aaravadhu Vanam,2010,155 min,6.4,0,drama,tamil,after_2000,drama tamil after_2000
25716,Pyasa Badan,2008,,6.3,6,crime,oriya,after_2000,crime oriya after_2000
25717,Daulat Ki Hawas,2002,,6.4,0,thriller,hindi,after_2000,thriller hindi after_2000
25718,Pachai Vilakku,2020,158 min,8.4,7,drama,tamil,after_2000,drama tamil after_2000
25719,Jungle Ka Qanoon,1995,153 min,6.4,0,action crime musical,urdu,1990_2000,action crime musical urdu 1990_2000
25720,Phir Se...,2018,118 min,5.5,203,romance,hindi,after_2000,romance hindi after_2000
25721,Tapasya,2006,,6.4,0,drama,bengali,after_2000,drama bengali after_2000
25722,Kiriti Roy,2016,,8.6,327,thriller,bengali,after_2000,thriller bengali after_2000
25723,Saakshi,1967,142 min,7.0,27,drama,telugu,before_1980,drama telugu before_1980
25724,Samandaram,1985,117 min,6.4,0,drama,malayalam,1980_1990,drama malayalam 1980_1990
25725,Mang Le Tu Mang Le,2001,,6.4,0,thriller,hindi,after_2000,thriller hindi after_2000
25726,Qatilon Ka Qatil,2004,,4.8,5,action,hindi,after_2000,action hindi after_2000
25727,Sneho,1994,142 min,6.7,26,comedy drama romance,bengali,1990_2000,comedy drama romance bengali 1990_2000
25728,King Kong,1962,142 min,6.3,38,action adventure comedy,hindi,before_1980,action adventure comedy hindi before_1980
25729,Dushman Zamana,1992,129 min,5.1,24,action romance,hindi,1990_2000,action romance hindi 1990_2000
25730,Bairaag,1976,,6.5,101,drama thriller,hindi,before_1980,drama thriller hindi before_1980
25731,Panathottam,1963,135 min,6.8,12,drama,tamil,before_1980,drama tamil before_1980
25732,Thalayundu Udalilla,2021,,6.4,0,thriller,malayalam,after_2000,thriller malayalam after_2000
25733,Kulukki,2013,,6.4,0,short comedy,malayalam,after_2000,short comedy malayalam after_2000
25734,The Crossings,2017,,6.4,0,thriller,punjabi,after_2000,thriller punjabi after_2000
25735,One Way Ticket,2008,160 min,3.5,99,comedy drama,malayalam,after_2000,comedy drama malayalam after_2000
25736,Yeh Aman,1971,,7.9,7,drama,urdu,before_1980,drama urdu before_1980
25737,Seba,1967,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
25738,Rough Book,2016,100 min,6.9,189,drama,hindi,after_2000,drama hindi after_2000
25739,Mahaguru,1985,92 min,4.9,21,action comedy crime,hindi,1980_1990,action comedy crime hindi 1980_1990
25740, Mann Mayal,2016,40 min,8.4,47,drama romance,oriya,after_2000,drama romance oriya after_2000
25741,Meena,1970,,6.4,0,drama,urdu,before_1980,drama urdu before_1980
25742,Gharibon Ka Badshah,1988,,6.4,0,drama,urdu,1980_1990,drama urdu 1980_1990
25743,Jango,2021,,6.4,0,sci-fi,tamil,after_2000,sci-fi tamil after_2000
25744,Adavi Simhalu,1983,,5.5,24,action drama,telugu,1980_1990,action drama telugu 1980_1990
25745,Suryavamsam,1997,156 min,7.4,196,comedy drama family,tamil,1990_2000,comedy drama family tamil 1990_2000
25746,Neeya,1979,137 min,6.2,84,drama fantasy musical,telugu,before_1980,drama fantasy musical telugu before_1980
25747,Cheema Prema Madhyalo Bhama,2020,115 min,6.4,10,drama romance,telugu,after_2000,drama romance telugu after_2000
25748,Shivalinga,2016,155 min,7.1,540,drama horror thriller,kannada,after_2000,drama horror thriller kannada after_2000
25749,Sheela I Love You,2001,,6.4,0,thriller,hindi,after_2000,thriller hindi after_2000
25750,Sapera,1961,,6.4,0,action,hindi,before_1980,action hindi before_1980
25751,Lalan Fakir,1987,121 min,6.4,0,drama,bengali,1980_1990,drama bengali 1980_1990
25752,Avalakki Pavalakki,2021,129 min,6.4,0,adventure,kannada,after_2000,adventure kannada after_2000
25753,Dad Cheers,2019,101 min,6.4,0,drama,marathi,after_2000,drama marathi after_2000
25754,Gora,1938,,4.6,13,drama,bengali,before_1980,drama bengali before_1980
25755,Pyaasi Nadi,1973,,6.4,0,thriller,hindi,before_1980,thriller hindi before_1980
25756,Nagan,1966,,6.4,0,action,hindi,before_1980,action hindi before_1980
25757,War journey to win,2021,,6.4,0,action,bengali,after_2000,action bengali after_2000
25758,Badmaash Bubbly,2019,67 min,6.4,0,thriller,hindi,after_2000,thriller hindi after_2000
25759,Kiraathaka,2011,161 min,7.1,151,comedy drama,kannada,after_2000,comedy drama kannada after_2000
25760,Innale,1989,137 min,7.9,432,drama romance,malayalam,1980_1990,drama romance malayalam 1980_1990
25761,Sesh Chithi,2017,105 min,6.4,0,drama,bengali,after_2000,drama bengali after_2000
25762,Thamisra,2015,,7.2,35,horror,kannada,after_2000,horror kannada after_2000
25763,4pm on the Court,2011,115 min,6.4,0,sport,hindi,after_2000,sport hindi after_2000
25764,Sarbath,2021,142 min,7.4,81,comedy drama,tamil,after_2000,comedy drama tamil after_2000
25765,Om,1995,150 min,8.8,2689,action crime drama,kannada,1990_2000,action crime drama kannada 1990_2000
25766,Life Style,2009,,6.4,0,drama,telugu,after_2000,drama telugu after_2000
25767,Sangram,1993,156 min,3.2,194,drama romance,hindi,1990_2000,drama romance hindi 1990_2000
25768,Dada Thakur,2001,153 min,6.2,8,drama,bengali,after_2000,drama bengali after_2000
25769,Janmabhumi,1973,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
25770,Final Bullet,2020,,6.4,0,short mystery,malayalam,after_2000,short mystery malayalam after_2000
25771,Kolai Kutram,1998,127 min,6.4,0,drama,tamil,1990_2000,drama tamil 1990_2000
25772,Vaare va Moguda,1999,133 min,6.4,0,drama,telugu,1990_2000,drama telugu 1990_2000
25773,Maasilamani,2009,150 min,4.9,9,drama,tamil,after_2000,drama tamil after_2000
25774,Poshter Girl,2016,140 min,6.8,292,comedy,marathi,after_2000,comedy marathi after_2000
25775,Abhilasha,1968,141 min,6.8,24,drama romance,hindi,before_1980,drama romance hindi before_1980
25776,Vijayaramaraju,2000,141 min,6.4,0,action drama,telugu,after_2000,action drama telugu after_2000
25777,One IV,2017,,6.4,0,thriller,bengali,after_2000,thriller bengali after_2000
25778,Ore Rickshaw,1995,,6.4,0,action drama,telugu,1990_2000,action drama telugu 1990_2000
25779,Naseebwaala,1992,132 min,4.1,8,drama,hindi,1990_2000,drama hindi 1990_2000
25780,Maya,1961,,7.5,55,drama romance,hindi,before_1980,drama romance hindi before_1980
25781,The Birth 10000 bc,2021,,6.4,0,adventure history,telugu,after_2000,adventure history telugu after_2000
25782,Gharana Mogudu,1992,149 min,7.3,435,action comedy drama,telugu,1990_2000,action comedy drama telugu 1990_2000
25783,Singapore,1960,135 min,6.4,70,crime thriller,hindi,before_1980,crime thriller hindi before_1980
25784,Majaz: Ae Gham-e-Dil Kya Karun,2017,178 min,6.4,0,biography,hindi,after_2000,biography hindi after_2000
25785,Aaghaaz,2000,153 min,4.1,274,action crime drama,hindi,after_2000,action crime drama hindi after_2000
25786,Mohalla Assi,2015,150 min,6.8,1579,comedy drama,hindi,after_2000,comedy drama hindi after_2000
25787,Mamata Ki Chhaon Mein,1989,,5.8,16,drama family,hindi,1980_1990,drama family hindi 1980_1990
25788,Superstar,2019,135 min,5.7,495,drama musical romance,urdu,after_2000,drama musical romance urdu after_2000
25789,The Image Threads,2011,102 min,6.5,30,fantasy romance,malayalam,after_2000,fantasy romance malayalam after_2000
25790,Aindhaam Thalaimurai Sidha Vaidhiya Sigamani,2014,150 min,4.5,75,comedy,tamil,after_2000,comedy tamil after_2000
25791,Karachi Stories: Graveyard for Giants,2014,4 min,6.4,0,documentary short biography,urdu,after_2000,documentary short biography urdu after_2000
25792,Mohabbat Ka Nasha,1991,,6.4,0,thriller,hindi,1990_2000,thriller hindi 1990_2000
25793,Saawan,2016,137 min,7.4,194,drama thriller,oriya,after_2000,drama thriller oriya after_2000
25794,Aasroy,2000,120 min,6.3,11,drama family,bengali,after_2000,drama family bengali after_2000
25795,Miss Pannidatheenga Appuram Varuthapaduveenga (Tamil),2015,107 min,6.4,0,romance,tamil,after_2000,romance tamil after_2000
25796,Aaduthu Paaduthu,2002,150 min,7.1,33,comedy,telugu,after_2000,comedy telugu after_2000
25797,Boond Jo Ban Gayee Moti,1967,,6.8,30,crime drama romance,hindi,before_1980,crime drama romance hindi before_1980
25798,Jeevan Ek Sangharsh,2008,159 min,6.4,0,drama,marathi,after_2000,drama marathi after_2000
25799,Dhokebaaz,1984,,6.4,0,action,hindi,1980_1990,action hindi 1980_1990
25800,Dhyasparva,2001,135 min,8.0,41,biography drama history,marathi,after_2000,biography drama history marathi after_2000
25801,Oopiri,2016,158 min,8.0,4391,comedy drama,telugu,after_2000,comedy drama telugu after_2000
25802,Tanthra,2006,87 min,4.9,14,horror,malayalam,after_2000,horror malayalam after_2000
25803,Kaagar,2019,129 min,5.9,54,crime drama,marathi,after_2000,crime drama marathi after_2000
25804,Vidyarthi,2007,,6.4,0,drama,kannada,after_2000,drama kannada after_2000
25805,Apna Bana lo,2021,,6.4,0,action,bhojpuri,after_2000,action bhojpuri after_2000
25806,Angaadi,1980,,6.8,34,action thriller,malayalam,1980_1990,action thriller malayalam 1980_1990
25807,Fakta Ladh Mhana,2011,145 min,6.3,116,action drama thriller,marathi,after_2000,action drama thriller marathi after_2000
25808,Shahjahan,2001,156 min,6.7,552,drama romance,tamil,after_2000,drama romance tamil after_2000
25809,Annai Velankanni,1971,148 min,6.4,0,drama,telugu,before_1980,drama telugu before_1980
25810,Beta hokhe ta aisan,2017,,6.4,7,action,bhojpuri,after_2000,action bhojpuri after_2000
25811,Ek Ajooba,2000,71 min,6.0,13,family,hindi,after_2000,family hindi after_2000
25812,Duplicate Jaani Dushman,2003,87 min,6.4,0,horror,hindi,after_2000,horror hindi after_2000
25813,Adhyaya,2013,,6.4,0,drama,nepali,after_2000,drama nepali after_2000
25814,Archana Teacher,1981,137 min,6.4,0,drama,malayalam,1980_1990,drama malayalam 1980_1990
25815,Thikana Rajpath,2010,,6.4,0,drama,kannada,after_2000,drama kannada after_2000
25816,Jawani Phir Nahi Ani 2,2018,165 min,7.5,1393,comedy,urdu,after_2000,comedy urdu after_2000
25817,Lahiri Lahiri Lahirilo,2002,,6.0,36,romance,telugu,after_2000,romance telugu after_2000
25818,Balma Biharwala 2,2016,,6.4,0,action drama romance,bhojpuri,after_2000,action drama romance bhojpuri after_2000
25819,Vaasna,1968,150 min,5.3,9,action crime drama,hindi,before_1980,action crime drama hindi before_1980
25820,Dassehra,2018,131 min,3.8,315,action thriller,hindi,after_2000,action thriller hindi after_2000
25821,Vedhamanavan,2019,123 min,6.4,0,drama,tamil,after_2000,drama tamil after_2000
25822,Kaam Vaasna,1999,,6.4,0,drama thriller,hindi,1990_2000,drama thriller hindi 1990_2000
25823,Dhum Dhadaka,1985,148 min,7.5,181,comedy,marathi,1980_1990,comedy marathi 1980_1990
25824,Murali Krishna,1964,169 min,6.4,0,musical drama,telugu,before_1980,musical drama telugu before_1980
25825,Don Seenu,2010,164 min,6.0,780,action comedy,telugu,after_2000,action comedy telugu after_2000
25826,Putani Safari,2017,134 min,7.8,6,adventure family,kannada,after_2000,adventure family kannada after_2000
25827,Bewaffa Se Waffa,1992,172 min,4.9,71,romance,hindi,1990_2000,romance hindi 1990_2000
25828,Mona Lisa,2000,,6.4,0,thriller,hindi,after_2000,thriller hindi after_2000
25829,Badayi Basavayya,1980,118 min,6.4,0,drama,telugu,1980_1990,drama telugu 1980_1990
25830,Aadarsh,1983,,6.4,0,drama,hindi,1980_1990,drama hindi 1980_1990
25831,The Apartment,2010,,6.4,0,short thriller,nepali,after_2000,short thriller nepali after_2000
25832,Veer Gomtesha,2020,,6.4,0,drama,hindi,after_2000,drama hindi after_2000
25833,Ek Ladki Badnaam Si,1974,,6.4,0,romance,hindi,before_1980,romance hindi before_1980
25834,Donkey in Lahore,2008,117 min,8.0,83,documentary drama,urdu,after_2000,documentary drama urdu after_2000
25835,Bahaana,1960,,6.4,0,drama,hindi,before_1980,drama hindi before_1980
25836,Menaka,1935,57 min,6.4,0,drama,tamil,before_1980,drama tamil before_1980
25837,Naan Rajavaga Pogiren,2013,128 min,5.7,91,action drama thriller,tamil,after_2000,action drama thriller tamil after_2000
25838,Kalindi,1955,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
25839,No Parking,2006,70 min,6.4,0,thriller,hindi,after_2000,thriller hindi after_2000
25840,Bhavani Junction,1985,128 min,5.8,47,action crime thriller,hindi,1980_1990,action crime thriller hindi 1980_1990
25841,Madanolsavam,1978,149 min,7.3,39,drama romance,malayalam,before_1980,drama romance malayalam before_1980
25842,Mouna Guru,2011,153 min,7.7,781,action thriller,tamil,after_2000,action thriller tamil after_2000
25843,Mirza Jat,1967,,6.4,0,romance,punjabi,before_1980,romance punjabi before_1980
25844,Padmashree Laloo Prasad Yadav,2005,162 min,2.4,182,comedy,hindi,after_2000,comedy hindi after_2000
25845,Teecha Baap Tyacha Baap,2011,,6.4,0,comedy,marathi,after_2000,comedy marathi after_2000
25846,Anuradha,1992,,6.4,0,family,marathi,1990_2000,family marathi 1990_2000
25847,The Legend of Peacock,2018,,6.4,0,drama,hindi,after_2000,drama hindi after_2000
